,carat,cut,color,clarity,depth,table,x,y,z,price_predicted,price_predict,carat_log
1401,0.54,Ideal,G,VVS1,62.2,56.0,5.2,5.22,3.24,1663.8740631244978,1918.15913047811,-0.616186139423817
1402,1.5,Ideal,E,SI1,62.6,56.0,7.27,7.3,4.56,9217.680181288046,9384.522089460112,0.4054651081081644
1403,1.01,Good,D,SI1,62.9,57.0,6.34,6.37,4.0,4751.031285514873,5573.565995813048,0.009950330853168092
1404,1.76,Ideal,F,SI2,62.6,55.0,7.69,7.64,4.8,12048.990596118003,11406.662057517737,0.5653138090500605
1405,1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,4751.031285514873,5573.565995813048,0.009950330853168092
1406,1.03,Ideal,H,SI2,60.5,57.0,6.58,6.52,3.96,4909.732711315087,5729.115224125173,0.02955880224154443
1407,0.3,Ideal,E,VVS1,60.1,57.0,4.38,4.41,2.64,621.3865913129209,51.56839073260926,-1.2039728043259361
1408,2.03,Ideal,G,SI2,62.5,56.0,8.1,8.05,5.05,15304.38277897579,13506.576639731424,0.7080357930536959
1409,0.54,Premium,I,VVS1,60.8,61.0,5.28,5.22,3.19,1663.8740631244978,1918.15913047811,-0.616186139423817
1410,1.01,Premium,D,SI2,58.3,59.0,6.67,6.63,3.88,4751.031285514873,5573.565995813048,0.009950330853168092
1411,1.51,Fair,I,I1,65.1,57.0,7.16,7.12,4.65,9320.885344580247,9462.296703616174,0.412109650826833
1412,0.56,Very Good,E,VS1,62.7,60.0,5.25,5.28,3.3,1768.4256633686064,2073.7083587902353,-0.579818495252942
1413,0.47,Premium,G,VS2,61.0,59.0,5.03,5.0,3.06,1318.5086343930957,1373.7368313856723,-0.7550225842780328
1414,0.9,Very Good,G,SI2,61.1,55.0,6.21,6.26,3.81,3916.2557342213877,4718.04524009636,-0.10536051565782628
1415,0.57,Premium,E,VS2,61.0,58.0,5.34,5.31,3.25,1821.6610834748358,2151.482972946297,-0.5621189181535413
1416,0.36,Ideal,G,VVS2,61.8,55.0,4.57,4.62,2.84,843.4229357517228,518.2160756689846,-1.0216512475319814
1417,0.9,Premium,H,VS2,61.2,61.0,6.21,6.14,3.78,3916.2557342213877,4718.04524009636,-0.10536051565782628
1418,0.8,Good,F,VS2,60.5,62.3,5.97,6.01,3.62,3214.808256240549,3940.2990985357355,-0.2231435513142097
1419,0.5,Ideal,E,VVS2,61.7,55.7,5.09,5.12,3.13,1462.5558840840129,1607.0606738538595,-0.6931471805599453
1420,1.16,Very Good,I,SI1,62.7,57.0,6.67,6.76,4.21,5991.815728777554,6740.1852081539855,0.14842000511827322
1421,0.54,Ideal,G,SI2,62.3,58.0,5.17,5.2,3.23,1663.8740631244978,1918.15913047811,-0.616186139423817
1422,0.23,Premium,E,VVS2,61.8,58.0,3.94,3.92,2.43,398.1051832867656,-492.85390835982844,-1.4696759700589417
1423,0.96,Premium,D,SI2,59.1,58.0,6.53,6.44,3.83,4363.536412377844,5184.692925032736,-0.040821994520255166
1424,0.38,Ideal,E,VS2,61.9,57.0,4.61,4.66,2.87,923.4056669432248,673.7653039811094,-0.9675840262617056
1425,0.32,Ideal,G,VVS2,61.2,56.0,4.42,4.41,2.7,692.3559648221893,207.11761904473406,-1.1394342831883648
1426,0.71,Ideal,D,VVS2,61.6,56.0,5.69,5.77,3.53,2632.0923079581053,3240.327571131172,-0.342490308946776
1427,1.05,Premium,F,VS1,62.3,55.0,6.57,6.49,4.07,5070.530149868527,5884.664452437299,0.04879016416943205
1428,1.16,Premium,G,VVS2,60.0,59.0,6.89,6.82,4.11,5991.815728777554,6740.1852081539855,0.14842000511827322
1429,0.9,Very Good,D,SI1,63.0,58.0,6.11,6.14,3.86,3916.2557342213877,4718.04524009636,-0.10536051565782628
1430,0.41,Good,F,VS2,59.7,63.0,4.8,4.85,2.88,1048.7956305905404,907.0891464492965,-0.8915981192837836
1431,0.71,Very Good,I,SI2,61.9,54.0,5.67,5.74,3.53,2632.0923079581053,3240.327571131172,-0.342490308946776
1432,0.74,Very Good,H,VS1,62.3,56.0,5.75,5.78,3.59,2821.1032664628606,3473.6514135993602,-0.3011050927839216
1433,0.73,Premium,I,VS1,61.2,59.0,5.82,5.84,3.57,2757.5128435314978,3395.8767994432974,-0.31471074483970024
1434,1.16,Ideal,H,SI2,61.1,56.0,6.78,6.79,4.15,5991.815728777554,6740.1852081539855,0.14842000511827322
1435,1.57,Fair,H,VS1,67.3,66.0,7.85,5.75,3.87,9949.80201731575,9928.944388552549,0.45107561936021673
1436,0.3,Very Good,D,VS2,62.9,58.0,4.23,4.26,2.67,621.3865913129209,51.56839073260926,-1.2039728043259361
1437,0.58,Ideal,F,SI2,60.9,56.0,5.42,5.39,3.29,1875.5313480233458,2229.257587102359,-0.5447271754416722
1438,0.32,Very Good,D,VS2,62.0,57.0,4.38,4.42,2.73,692.3559648221893,207.11761904473406,-1.1394342831883648
1439,1.51,Ideal,I,SI1,62.7,57.0,7.35,7.3,4.59,9320.885344580247,9462.296703616174,0.412109650826833
1440,0.7,Premium,G,SI1,62.0,61.0,5.67,5.62,3.5,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1441,0.88,Ideal,E,SI2,62.2,57.0,6.08,6.2,3.82,3771.5211211390706,4562.496011784236,-0.12783337150988489
1442,0.7,Ideal,G,SI1,62.2,56.0,5.72,5.69,3.55,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1443,0.25,Ideal,F,VVS1,62.3,56.0,4.01,4.03,2.5,457.80269838091414,-337.30468004770273,-1.3862943611198906
1444,0.7,Very Good,F,VS2,62.4,59.0,5.64,5.71,3.54,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1445,1.07,Ideal,G,SI2,61.7,57.0,6.55,6.59,4.05,5233.410568281698,6040.2136807494235,0.06765864847381486
1446,0.39,Fair,G,IF,57.1,61.0,4.83,4.88,2.77,964.486283295726,751.5399181371722,-0.941608539858445
1447,1.55,Ideal,F,VS2,61.8,54.0,7.44,7.48,4.61,9738.324731924245,9773.395160240425,0.4382549309311553
1448,1.18,Ideal,I,VS2,62.3,56.0,6.76,6.73,4.21,6165.933412218695,6895.73443646611,0.16551443847757333
1449,1.21,Premium,H,SI1,61.8,58.0,6.83,6.79,4.21,6430.867017572213,7129.058278934299,0.1906203596086497
1450,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59,520.8184139517327,-181.75545173557794,-1.3093333199837622
1451,0.35,Ideal,H,VVS2,62.5,57.0,4.54,4.48,2.82,804.5336310506847,440.4414615129217,-1.0498221244986778
1452,0.7,Ideal,H,VS2,62.4,56.0,5.63,5.72,3.54,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1453,0.91,Premium,I,VS2,62.4,61.0,6.18,6.16,3.85,3989.445187021826,4795.819854252423,-0.09431067947124129
1454,0.33,Ideal,D,VS2,62.6,56.0,4.43,4.39,2.76,728.9929808348528,284.8922332007969,-1.1086626245216111
1455,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,16719.332252819604,14362.097395448114,0.7608058290337602
1456,1.2,Premium,I,VS2,62.6,58.0,6.77,6.72,4.22,6342.056693904903,7051.283664778235,0.1823215567939546
1457,0.3,Very Good,H,VVS1,62.6,56.0,4.25,4.28,2.67,621.3865913129209,51.56839073260926,-1.2039728043259361
1458,0.5,Ideal,I,SI1,59.8,59.0,5.18,5.15,3.09,1462.5558840840129,1607.0606738538595,-0.6931471805599453
1459,0.55,Ideal,G,VS2,62.2,54.0,5.27,5.28,3.28,1715.8287424954092,1995.9337446341726,-0.5978370007556204
1460,2.01,Very Good,H,VS2,63.5,59.0,7.92,7.86,5.01,15052.560046322867,13351.027411419298,0.6981347220709843
1461,0.3,Ideal,H,VVS2,61.3,57.0,4.33,4.31,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
1462,1.65,Premium,D,SI1,60.4,60.0,7.63,7.58,4.59,10813.918815888359,10551.141301801048,0.5007752879124892
1463,0.26,Very Good,F,VS2,62.4,58.0,4.06,4.08,2.54,488.90109568868417,-259.5300658916408,-1.3470736479666092
1464,0.42,Ideal,D,VS1,61.1,57.0,4.84,4.81,2.95,1092.0128089311283,984.8637606053594,-0.8675005677047231
1465,0.5,Premium,F,VVS2,61.9,58.0,5.07,5.1,3.15,1462.5558840840129,1607.0606738538595,-0.6931471805599453
1466,1.09,Ideal,G,VS2,62.4,55.0,6.61,6.56,4.11,5398.361258379835,6195.762909061548,0.08617769624105241
1467,0.41,Premium,G,SI1,61.3,58.0,4.76,4.8,2.93,1048.7956305905404,907.0891464492965,-0.8915981192837836
1468,1.06,Premium,F,SI1,58.4,61.0,6.73,6.69,3.92,5151.710788296554,5962.439066593361,0.058268908123975824
1469,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,9114.938875382368,9306.747475304048,0.3987761199573678
1470,0.37,Very Good,F,VS2,59.2,61.0,4.63,4.69,2.76,883.0491209618087,595.990689825047,-0.9942522733438669
1471,0.4,Very Good,D,VS2,63.5,55.0,4.69,4.66,2.97,1006.2848951620792,829.3145322932346,-0.916290731874155
1472,0.9,Very Good,E,SI1,62.2,60.0,6.14,6.17,3.83,3916.2557342213877,4718.04524009636,-0.10536051565782628
1473,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,804.5336310506847,440.4414615129217,-1.0498221244986778
1474,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,9320.885344580247,9462.296703616174,0.412109650826833
1475,1.08,Premium,G,SI1,59.4,60.0,6.7,6.63,3.96,5315.627911333783,6117.988294905486,0.0769610411361284
1476,0.38,Ideal,F,VS1,62.4,54.0,4.64,4.68,2.91,923.4056669432248,673.7653039811094,-0.9675840262617056
1477,1.06,Ideal,I,VS2,61.4,57.0,6.57,6.52,4.02,5151.710788296554,5962.439066593361,0.058268908123975824
1478,0.51,Ideal,E,VS2,61.5,55.0,5.23,5.14,3.19,1511.9022891473296,1684.835288009922,-0.6733445532637656
1479,1.0,Fair,F,SI1,64.8,58.0,6.26,6.21,4.04,4672.470742601347,5495.791381656985,0.0
1480,0.32,Ideal,F,VS2,60.3,55.0,4.45,4.4,2.67,692.3559648221893,207.11761904473406,-1.1394342831883648
1481,1.02,Premium,F,VS2,62.4,59.0,6.4,6.45,4.01,4830.119169181164,5651.340609969111,0.01980262729617973
1482,0.42,Premium,H,VS2,62.1,57.0,4.8,4.76,2.97,1092.0128089311283,984.8637606053594,-0.8675005677047231
1483,1.02,Premium,G,SI2,62.3,58.1,6.41,6.38,4.0,4830.119169181164,5651.340609969111,0.01980262729617973
1484,0.31,Very Good,F,VS2,63.4,56.0,4.32,4.29,2.73,656.4845266114595,129.3430048886721,-1.171182981502945
1485,0.9,Good,E,SI1,63.9,57.0,6.12,6.08,3.9,3916.2557342213877,4718.04524009636,-0.10536051565782628
1486,1.05,Ideal,F,VS2,59.1,57.0,6.67,6.66,3.94,5070.530149868527,5884.664452437299,0.04879016416943205
1487,0.9,Good,F,SI1,58.0,58.0,6.24,6.28,3.63,3916.2557342213877,4718.04524009636,-0.10536051565782628
1488,0.33,Ideal,D,VVS2,60.9,57.0,4.46,4.48,2.72,728.9929808348528,284.8922332007969,-1.1086626245216111
1489,0.4,Very Good,E,VS1,60.1,58.0,4.72,4.76,2.85,1006.2848951620792,829.3145322932346,-0.916290731874155
1490,1.37,Ideal,G,SI2,62.8,57.0,7.12,7.06,4.45,7918.600048331525,8373.452105431299,0.3148107398400336
1491,0.72,Ideal,F,IF,62.0,57.0,5.71,5.78,3.56,2694.5083150836263,3318.1021852872345,-0.3285040669720361
1492,1.08,Ideal,I,VS2,61.6,56.0,6.63,6.59,4.07,5315.627911333783,6117.988294905486,0.0769610411361284
1493,0.35,Premium,E,IF,59.0,61.0,4.64,4.62,2.73,804.5336310506847,440.4414615129217,-1.0498221244986778
1494,2.02,Premium,H,SI2,61.5,58.0,8.14,8.1,4.99,15178.2608243069,13428.802025575362,0.7030975114131134
1495,1.88,Good,J,SI2,57.9,59.0,8.16,8.11,4.71,13457.091974025441,12339.957427390485,0.6312717768418578
1496,1.52,Ideal,H,VS2,61.8,55.1,7.38,7.42,4.58,9424.55336677496,9540.071317772235,0.41871033485818504
1497,1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,4751.031285514873,5573.565995813048,0.009950330853168092
1498,0.56,Ideal,G,VS1,60.7,57.0,5.27,5.34,3.22,1768.4256633686064,2073.7083587902353,-0.579818495252942
1499,0.96,Premium,E,SI2,62.8,60.0,6.3,6.24,3.94,4363.536412377844,5184.692925032736,-0.040821994520255166
1500,0.34,Very Good,E,SI1,63.4,55.0,4.46,4.44,2.82,766.3879710269738,362.6668473568593,-1.0788096613719298
1501,0.8,Ideal,E,SI1,61.1,56.0,5.98,6.01,3.66,3214.808256240549,3940.2990985357355,-0.2231435513142097
1502,0.3,Ideal,D,VS1,61.0,57.0,4.31,4.32,2.63,621.3865913129209,51.56839073260926,-1.2039728043259361
1503,0.54,Ideal,E,VS2,61.8,57.0,5.23,5.26,3.24,1663.8740631244978,1918.15913047811,-0.616186139423817
1504,0.71,Good,G,VS2,63.5,59.0,5.63,5.67,3.59,2632.0923079581053,3240.327571131172,-0.342490308946776
1505,1.01,Very Good,F,VS2,61.5,57.0,6.4,6.48,3.96,4751.031285514873,5573.565995813048,0.009950330853168092
1506,1.02,Ideal,I,SI2,62.8,58.0,6.37,6.41,4.01,4830.119169181164,5651.340609969111,0.01980262729617973
1507,2.01,Very Good,I,VS2,62.1,60.0,7.96,8.01,4.96,15052.560046322867,13351.027411419298,0.6981347220709843
1508,0.33,Ideal,G,VS1,62.4,56.0,4.43,4.45,2.77,728.9929808348528,284.8922332007969,-1.1086626245216111
1509,0.44,Ideal,G,SI1,62.7,57.0,4.82,4.85,3.03,1180.5446650262113,1140.4129889174847,-0.8209805520698302
1510,0.31,Very Good,E,VVS1,62.3,59.0,4.32,4.38,2.71,656.4845266114595,129.3430048886721,-1.171182981502945
1511,0.26,Very Good,G,VVS2,62.6,56.0,4.1,4.13,2.57,488.90109568868417,-259.5300658916408,-1.3470736479666092
1512,1.58,Ideal,E,SI1,61.0,57.0,7.5,7.55,4.59,10056.226703886547,10006.719002708613,0.4574248470388755
1513,0.32,Ideal,E,SI2,61.6,56.0,4.4,4.43,2.72,692.3559648221893,207.11761904473406,-1.1394342831883648
1514,0.31,Good,G,SI1,63.3,57.0,4.3,4.33,2.73,656.4845266114595,129.3430048886721,-1.171182981502945
1515,0.75,Very Good,H,SI2,61.9,56.0,5.79,5.87,3.61,2885.277004269015,3551.4260277554226,-0.2876820724517809
1516,0.39,Very Good,H,VVS2,62.4,57.0,4.67,4.7,2.92,964.486283295726,751.5399181371722,-0.941608539858445
1517,0.41,Ideal,E,VVS2,62.8,54.0,4.77,4.72,2.98,1048.7956305905404,907.0891464492965,-0.8915981192837836
1518,0.54,Ideal,I,IF,61.6,53.0,5.26,5.3,3.25,1663.8740631244978,1918.15913047811,-0.616186139423817
1519,0.55,Ideal,D,VVS2,61.5,56.0,5.26,5.28,3.24,1715.8287424954092,1995.9337446341726,-0.5978370007556204
1520,0.35,Ideal,H,VVS1,62.6,57.0,4.47,4.45,2.79,804.5336310506847,440.4414615129217,-1.0498221244986778
1521,1.82,Very Good,G,SI2,61.3,58.0,7.83,7.94,4.83,12745.19908498791,11873.309742454114,0.598836501088704
1522,0.72,Ideal,J,VS1,61.1,56.0,5.84,5.82,3.56,2694.5083150836263,3318.1021852872345,-0.3285040669720361
1523,1.52,Good,I,SI1,64.0,58.0,7.2,7.27,4.63,9424.55336677496,9540.071317772235,0.41871033485818504
1524,0.4,Good,F,VVS1,60.6,62.0,4.71,4.73,2.86,1006.2848951620792,829.3145322932346,-0.916290731874155
1525,0.3,Premium,F,IF,61.6,58.0,4.34,4.3,2.66,621.3865913129209,51.56839073260926,-1.2039728043259361
1526,1.2,Ideal,H,SI1,60.8,57.0,6.9,6.88,4.19,6342.056693904903,7051.283664778235,0.1823215567939546
1527,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,1768.4256633686064,2073.7083587902353,-0.579818495252942
1528,0.54,Ideal,H,VVS2,61.8,56.0,5.25,5.27,3.25,1663.8740631244978,1918.15913047811,-0.616186139423817
1529,1.55,Ideal,G,VS1,62.0,57.0,7.37,7.42,4.58,9738.324731924245,9773.395160240425,0.4382549309311553
1530,1.33,Good,D,SI2,59.0,64.0,7.22,7.12,4.23,7535.0133721138145,8062.3536488070495,0.28517894223366247
1531,0.37,Premium,H,VS2,61.4,58.0,4.64,4.61,2.84,883.0491209618087,595.990689825047,-0.9942522733438669
1532,0.37,Premium,D,VS2,60.5,59.0,4.66,4.69,2.83,883.0491209618087,595.990689825047,-0.9942522733438669
1533,1.01,Ideal,F,SI2,61.3,57.0,6.4,6.35,3.91,4751.031285514873,5573.565995813048,0.009950330853168092
1534,1.19,Very Good,D,SI2,63.5,57.0,6.67,6.75,4.26,6253.745040391304,6973.509050622173,0.17395330712343798
1535,0.9,Very Good,I,SI1,60.5,58.0,6.22,6.27,3.78,3916.2557342213877,4718.04524009636,-0.10536051565782628
1536,0.32,Ideal,E,IF,62.6,55.0,4.38,4.41,2.75,692.3559648221893,207.11761904473406,-1.1394342831883648
1537,0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,2388.3677707725724,2929.229114506923,-0.40047756659712525
1538,0.4,Good,D,VS2,63.5,55.0,4.66,4.69,2.97,1006.2848951620792,829.3145322932346,-0.916290731874155
1539,0.35,Very Good,G,IF,62.6,59.0,4.43,4.49,2.79,804.5336310506847,440.4414615129217,-1.0498221244986778
1540,0.25,Ideal,E,VVS2,62.1,57.0,4.04,4.07,2.52,457.80269838091414,-337.30468004770273,-1.3862943611198906
1541,2.38,Premium,H,VS1,60.9,59.0,8.62,8.59,5.24,19979.02511001633,16228.688135193612,0.8671004876833833
1542,2.03,Premium,J,SI1,62.1,59.0,8.12,8.06,5.02,15304.38277897579,13506.576639731424,0.7080357930536959
1543,1.08,Ideal,E,VVS1,61.0,56.0,6.66,6.62,4.05,5315.627911333783,6117.988294905486,0.0769610411361284
1544,0.71,Ideal,E,SI1,60.8,57.0,5.8,5.84,3.54,2632.0923079581053,3240.327571131172,-0.342490308946776
1545,1.01,Premium,F,SI2,61.3,60.0,6.43,6.4,3.93,4751.031285514873,5573.565995813048,0.009950330853168092
1546,0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,2040.9158999109366,2462.5814295705472,-0.4942963218147801
1547,0.3,Ideal,I,SI1,61.5,57.0,4.3,4.35,2.66,621.3865913129209,51.56839073260926,-1.2039728043259361
1548,0.48,Ideal,F,VVS1,62.0,55.0,4.99,5.04,3.11,1365.8546424166577,1451.5114455417347,-0.7339691750802004
1549,0.43,Ideal,D,SI1,61.5,56.0,4.87,4.82,2.98,1135.9309301583232,1062.6383747614223,-0.843970070294529
1550,0.7,Premium,D,VS1,61.0,59.0,5.79,5.72,3.51,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1551,2.17,Ideal,I,SI1,60.4,56.0,8.36,8.43,5.07,17113.94403011305,14595.4212379163,0.7747271675523681
1552,0.7,Good,G,VS2,62.1,61.0,5.68,5.69,3.53,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1553,1.73,Ideal,F,VS1,62.1,57.0,7.73,7.64,4.77,11706.821289512402,11173.338215049549,0.5481214085096876
1554,1.5,Very Good,J,VS1,61.3,59.0,7.36,7.41,4.53,9217.680181288046,9384.522089460112,0.4054651081081644
1555,0.75,Premium,I,SI1,62.5,58.0,5.77,5.82,3.62,2885.277004269015,3551.4260277554226,-0.2876820724517809
1556,0.71,Good,F,VS2,63.8,58.0,5.61,5.64,3.59,2632.0923079581053,3240.327571131172,-0.342490308946776
1557,1.0,Very Good,G,VS1,59.4,59.0,6.52,6.54,3.88,4672.470742601347,5495.791381656985,0.0
1558,1.02,Good,H,SI2,57.9,61.0,6.75,6.68,3.89,4830.119169181164,5651.340609969111,0.01980262729617973
1559,0.7,Premium,E,SI1,60.7,58.0,5.74,5.73,3.48,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1560,0.5,Ideal,E,VVS1,61.9,58.0,5.07,5.11,3.15,1462.5558840840129,1607.0606738538595,-0.6931471805599453
1561,2.15,Premium,H,SI2,62.8,58.0,8.22,8.17,5.15,16850.456975759877,14439.872009604174,0.7654678421395714
1562,0.34,Ideal,G,VVS2,61.1,57.0,4.48,4.52,2.75,766.3879710269738,362.6668473568593,-1.0788096613719298
1563,0.84,Very Good,I,VVS2,61.7,56.0,6.03,6.07,3.74,3488.6857697558708,4251.397555159985,-0.1743533871447778
1564,1.01,Very Good,D,SI2,64.0,56.0,6.3,6.38,4.06,4751.031285514873,5573.565995813048,0.009950330853168092
1565,0.51,Premium,E,SI2,61.8,58.0,5.11,5.08,3.15,1511.9022891473296,1684.835288009922,-0.6733445532637656
1566,0.56,Ideal,D,SI1,62.3,56.0,5.26,5.33,3.3,1768.4256633686064,2073.7083587902353,-0.579818495252942
1567,0.35,Ideal,F,VS2,61.4,55.0,4.55,4.6,2.81,804.5336310506847,440.4414615129217,-1.0498221244986778
1568,1.05,Premium,D,SI1,61.6,61.0,6.55,6.5,4.02,5070.530149868527,5884.664452437299,0.04879016416943205
1569,0.46,Ideal,E,VS2,62.1,57.0,4.93,4.89,3.05,1271.838458706381,1295.9622172296095,-0.7765287894989963
1570,1.54,Premium,G,VS1,61.1,56.0,7.54,7.48,4.59,9633.274037397745,9695.620546084361,0.43178241642553783
1571,0.3,Ideal,F,VVS1,61.6,55.0,4.33,4.37,2.68,621.3865913129209,51.56839073260926,-1.2039728043259361
1572,0.7,Ideal,G,SI2,61.8,53.0,5.73,5.69,3.53,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1573,0.31,Good,H,VS1,64.0,59.0,4.25,4.28,2.73,656.4845266114595,129.3430048886721,-1.171182981502945
1574,0.4,Very Good,E,VVS2,63.6,55.0,4.67,4.7,2.98,1006.2848951620792,829.3145322932346,-0.916290731874155
1575,1.01,Ideal,D,SI1,60.8,56.0,6.54,6.48,3.96,4751.031285514873,5573.565995813048,0.009950330853168092
1576,0.51,Very Good,G,VVS2,63.5,56.0,5.11,5.07,3.23,1511.9022891473296,1684.835288009922,-0.6733445532637656
1577,0.9,Fair,D,VS2,57.5,66.0,6.3,6.25,3.61,3916.2557342213877,4718.04524009636,-0.10536051565782628
1578,0.32,Premium,E,SI1,60.1,60.0,4.47,4.42,2.67,692.3559648221893,207.11761904473406,-1.1394342831883648
1579,0.3,Premium,F,SI1,62.1,60.0,4.28,4.26,2.65,621.3865913129209,51.56839073260926,-1.2039728043259361
1580,0.47,Ideal,J,SI1,61.9,55.0,5.0,5.05,3.11,1318.5086343930957,1373.7368313856723,-0.7550225842780328
1581,0.31,Very Good,D,SI1,62.1,58.0,4.3,4.33,2.68,656.4845266114595,129.3430048886721,-1.171182981502945
1582,0.58,Ideal,G,IF,61.3,56.0,5.36,5.39,3.29,1875.5313480233458,2229.257587102359,-0.5447271754416722
1583,0.4,Ideal,F,VVS1,61.3,56.0,4.76,4.73,2.91,1006.2848951620792,829.3145322932346,-0.916290731874155
1584,0.23,Very Good,E,VVS1,61.3,58.0,3.94,3.96,2.42,398.1051832867656,-492.85390835982844,-1.4696759700589417
1585,1.14,Ideal,I,SI1,62.2,56.0,6.65,6.7,4.15,5819.714793874298,6584.63597984186,0.131028262406404
1586,0.58,Premium,F,VS2,62.2,55.0,5.4,5.31,3.33,1875.5313480233458,2229.257587102359,-0.5447271754416722
1587,1.37,Premium,J,SI2,60.7,60.0,7.19,7.07,4.33,7918.600048331525,8373.452105431299,0.3148107398400336
1588,2.25,Ideal,I,SI2,60.5,56.0,8.49,8.54,5.15,18184.303895117988,15217.6181511648,0.8109302162163288
1589,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08,5398.361258379835,6195.762909061548,0.08617769624105241
1590,1.01,Very Good,F,SI1,63.3,59.0,6.42,6.38,4.05,4751.031285514873,5573.565995813048,0.009950330853168092
1591,1.59,Premium,D,SI2,59.4,61.0,7.62,7.56,4.51,10163.107496863893,10084.493616864675,0.4637340162321402
1592,0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1511.9022891473296,1684.835288009922,-0.6733445532637656
1593,0.51,Premium,H,SI2,62.9,56.0,5.08,5.06,3.19,1511.9022891473296,1684.835288009922,-0.6733445532637656
1594,0.32,Ideal,E,VS2,62.1,55.0,4.36,4.4,2.72,692.3559648221893,207.11761904473406,-1.1394342831883648
1595,0.7,Good,D,VS2,64.1,59.0,5.56,5.49,3.54,2570.2674977629886,3162.5529569751097,-0.35667494393873245
1596,1.24,Premium,E,SI2,60.8,57.0,6.98,6.94,4.23,6700.27667903851,7362.382121402486,0.2151113796169455
1597,0.44,Good,J,VS1,63.1,57.0,4.83,4.87,3.06,1180.5446650262113,1140.4129889174847,-0.8209805520698302
1598,0.42,Very Good,D,VS1,60.7,60.0,4.81,4.88,2.94,1092.0128089311283,984.8637606053594,-0.8675005677047231
1599,1.01,Premium,F,VS2,62.8,59.0,6.41,6.33,4.0,4751.031285514873,5573.565995813048,0.009950330853168092
1600,0.51,Premium,F,VS1,60.9,57.0,5.27,5.17,3.18,1511.9022891473296,1684.835288009922,-0.6733445532637656
1601,1.0,Fair,E,SI1,66.3,62.0,6.27,6.06,4.09,4672.470742601347,5495.791381656985,0.0
1602,0.52,Very Good,G,SI1,60.6,61.0,5.17,5.19,3.14,1561.9068580492603,1762.6099021659852,-0.6539264674066639
1603,0.9,Ideal,G,SI1,61.9,55.0,6.18,6.23,3.84,3916.2557342213877,4718.04524009636,-0.10536051565782628
1604,0.42,Ideal,G,VS1,61.0,56.0,4.82,4.86,2.95,1092.0128089311283,984.8637606053594,-0.8675005677047231
1605,0.3,Very Good,D,SI1,60.6,60.0,4.3,4.32,2.61,621.3865913129209,51.56839073260926,-1.2039728043259361
1606,0.93,Premium,F,SI2,59.5,60.0,6.39,6.36,3.79,4137.458592947081,4951.369082564548,-0.07257069283483537
1607,1.23,Ideal,H,SI2,61.4,54.0,6.95,6.94,4.26,6609.978328705421,7284.607507246423,0.20701416938432612
1608,0.56,Ideal,E,VS2,60.9,56.0,5.35,5.32,3.25,1768.4256633686064,2073.7083587902353,-0.579818495252942
1609,0.32,Good,H,SI1,63.5,57.0,4.34,4.39,2.77,692.3559648221893,207.11761904473406,-1.1394342831883648
1610,0.24,Ideal,F,VVS1,60.8,55.0,4.03,4.06,2.46,427.53370842035156,-415.0792942037656,-1.4271163556401458
1611,1.1,Premium,D,SI2,62.4,58.0,6.57,6.6,4.11,5481.609069348721,6273.537523217612,0.09531017980432493
1612,0.53,Very Good,E,VS1,63.0,56.0,5.13,5.16,3.24,1612.5654587464296,1840.3845163220476,-0.6348782724359695
1613,2.01,Very Good,E,SI2,62.0,61.0,8.04,8.1,5.0,15052.560046322867,13351.027411419298,0.6981347220709843
1614,1.3,Premium,H,SI2,61.3,58.0,6.99,6.95,4.27,7252.383626138099,7829.029806338862,0.26236426446749106
