carat,cut,color,clarity,depth,table,x,y,z,cut_num,color_num,clarity_num,price_predicted
1.01,Very Good,H,SI1,61.8,61.0,6.4,6.47,3.98,3,3,3,4440.428850035954
0.96,Premium,G,SI2,59.3,58.0,6.49,6.43,3.83,4,4,2,4044.055956785526
0.49,Very Good,H,VVS2,62.3,57.0,5.02,5.05,3.14,3,3,6,1603.5861697587382
1.06,Ideal,I,VVS1,60.2,57.0,6.62,6.66,4.0,5,2,7,6932.944041288998
0.54,Good,D,SI1,63.7,57.0,5.22,5.14,3.3,2,7,3,1518.9933276270797
0.52,Very Good,E,SI2,62.6,58.0,5.11,5.14,3.21,3,6,2,772.2184585028617
0.41,Ideal,E,VS1,62.1,56.0,4.78,4.75,2.96,5,6,5,1708.0618205657947
0.5,Good,E,VVS2,61.6,62.0,5.04,5.09,3.12,2,6,6,2474.793716021927
1.06,Ideal,I,SI2,62.7,58.0,6.48,6.5,4.07,5,2,2,4330.073608190858
0.44,Ideal,E,SI1,61.1,56.0,4.92,4.9,3.0,5,6,3,992.7785894567073
0.73,Ideal,F,VS1,62.6,56.0,5.73,5.71,3.58,5,5,5,3949.040994042786
0.56,Ideal,D,VS2,61.9,57.0,5.26,5.3,3.27,5,7,4,2714.5787733744255
0.42,Very Good,D,SI2,63.1,56.0,4.8,4.74,3.01,3,7,2,301.81277370277394
0.81,Very Good,F,VVS2,63.1,56.0,5.99,5.9,3.75,3,5,6,4793.827343677322
0.72,Ideal,I,VS2,61.8,56.0,5.72,5.77,3.56,5,2,4,2449.074823550397
0.41,Ideal,D,VS2,62.4,55.0,4.76,4.79,2.98,5,7,4,1554.2401683129
1.01,Very Good,I,SI1,63.3,59.0,6.26,6.22,3.95,3,2,3,4170.799023820987
1.13,Ideal,E,I1,62.0,55.0,6.66,6.7,4.14,5,6,1,5863.207692132733
1.53,Premium,F,VS2,58.5,60.0,7.62,7.56,4.44,4,5,4,10566.238317539175
0.72,Ideal,H,VVS1,62.5,57.0,5.7,5.73,3.57,5,3,7,4201.112455399507
0.7,Very Good,E,SI2,59.5,56.0,5.79,5.81,3.45,3,6,2,2419.76055458086
1.09,Very Good,G,VS2,60.9,56.0,6.67,6.7,4.07,3,4,4,6092.6884053567555
1.22,Very Good,I,VS1,61.6,60.0,6.86,6.8,4.21,3,2,5,7021.963289063142
0.31,Ideal,D,VS1,60.5,55.0,4.43,4.39,2.67,5,7,5,1429.586535263199
0.42,Ideal,G,IF,62.7,56.0,4.76,4.77,2.99,5,4,8,2634.635322050457
0.3,Premium,F,VS2,60.7,58.0,4.35,4.32,2.63,4,5,4,35.48548626508773
1.31,Premium,J,SI1,60.7,58.0,7.11,7.06,4.3,4,1,3,6702.773114310885
1.01,Good,F,SI2,64.3,59.0,6.33,6.26,4.05,2,5,2,4368.958625981304
1.26,Premium,H,SI2,61.3,57.0,6.96,6.87,4.24,4,3,2,6418.205265101407
2.23,Premium,J,SI2,60.5,61.0,8.47,8.4,5.1,4,1,2,14949.781309957114
0.72,Good,F,SI1,60.4,61.0,5.75,5.8,3.49,2,5,3,2524.094935141219
1.0,Fair,F,VS2,64.7,59.0,6.22,6.15,4.0,1,5,4,5207.328618784351
0.53,Good,I,VS1,64.3,55.0,5.17,5.13,3.31,2,2,5,838.0093859756857
2.01,Very Good,G,SI1,63.1,59.0,8.03,7.98,5.05,3,4,3,14125.671193530623
0.32,Ideal,D,VVS2,61.3,55.8,4.43,4.44,2.71,5,7,6,1950.8694582358917
1.04,Ideal,H,SI1,62.7,54.0,6.51,6.47,4.07,5,3,3,5007.648330480943
1.22,Ideal,G,IF,61.7,56.0,6.87,6.91,4.25,5,4,8,9493.025928690338
1.0,Good,H,SI1,63.7,60.0,6.33,6.3,4.02,2,3,3,4137.512326502433
0.31,Ideal,D,IF,61.1,56.0,4.39,4.42,2.69,5,7,8,2887.6186152146734
2.01,Premium,H,VS2,62.8,58.0,7.99,7.9,4.99,4,3,4,14510.178732405833
0.36,Ideal,F,VS1,61.3,54.0,4.63,4.65,2.84,5,5,5,1100.8384849723802
0.39,Very Good,I,VVS2,62.7,58.0,4.65,4.67,2.92,3,2,6,474.95862330555474
0.33,Premium,G,VS1,61.6,58.0,4.44,4.39,2.72,4,4,5,376.88100272227484
0.32,Premium,I,IF,60.3,58.0,4.45,4.41,2.67,4,2,8,1216.6547746827473
0.4,Ideal,F,SI2,62.1,54.0,4.75,4.78,2.96,5,5,2,-138.2851062634736
1.0,Very Good,D,SI1,62.1,61.0,6.3,6.32,3.92,3,7,3,5693.441084036331
0.33,Fair,H,VVS2,65.1,59.0,4.4,4.32,2.84,1,3,6,-93.49416015921224
1.5,Ideal,G,VS1,61.3,56.0,7.41,7.37,4.53,5,4,5,10590.614419945228
0.81,Very Good,I,VS1,63.2,59.0,5.9,5.84,3.71,3,2,5,3323.644641227556
0.32,Very Good,G,VVS1,60.9,57.0,4.41,4.44,2.69,3,4,7,1260.937688662318
1.11,Very Good,H,VS1,63.2,57.0,6.61,6.53,4.15,3,3,5,6315.622176673185
0.5,Ideal,H,VS2,60.8,56.0,5.17,5.19,3.14,5,3,4,968.4419685394396
0.33,Good,I,VS1,63.1,56.0,4.38,4.4,2.77,2,2,5,-525.806306306175
0.27,Fair,E,VS1,66.4,58.0,3.99,4.02,2.66,1,6,5,30.84848198155032
1.7,Ideal,H,I1,61.3,55.0,7.7,7.63,4.7,5,3,1,10218.42338259025
0.4,Very Good,E,SI1,60.8,62.0,4.72,4.76,2.88,3,6,3,374.4409718277175
1.51,Good,E,SI2,63.1,58.0,7.28,7.31,4.6,2,6,2,9408.646164677142
0.3,Very Good,E,VS2,61.9,61.0,4.28,4.32,2.66,3,6,4,126.98828779649011
0.64,Very Good,D,SI1,63.7,54.0,5.47,5.52,3.5,3,7,3,2579.2640591251893
0.9,Good,F,SI1,62.8,64.0,6.18,5.99,3.82,2,5,3,3799.4738503895296
1.0,Very Good,H,SI2,60.2,61.0,6.44,6.48,3.89,3,3,2,3932.685350939395
1.01,Ideal,D,VS2,59.8,56.0,6.49,6.52,3.89,5,7,4,6691.392850391494
0.41,Very Good,E,SI1,62.9,57.0,4.72,4.76,2.98,3,6,3,436.2982772369369
1.0,Fair,F,VS2,68.4,58.0,5.97,6.1,4.13,1,5,4,5156.14225847274
0.31,Very Good,G,SI1,61.5,59.0,4.34,4.38,2.68,3,4,3,-879.5863808937556
1.03,Very Good,D,SI2,61.8,60.0,6.42,6.45,3.98,3,7,2,5462.291601897867
1.03,Premium,H,SI1,61.9,58.0,6.49,6.43,4.0,4,3,3,4761.350613016231
0.91,Premium,G,VVS2,61.8,58.0,6.24,6.16,3.83,4,4,6,5509.608095584225
0.31,Very Good,E,VVS1,60.0,56.0,4.45,4.49,2.68,3,6,7,1862.964665211853
0.8,Very Good,E,SI1,62.9,60.0,5.87,5.89,3.7,3,6,3,3541.108168988347
1.02,Very Good,D,SI1,62.7,60.0,6.34,6.39,3.99,3,7,3,5849.882651541304
1.0,Ideal,G,VS1,62.5,54.0,6.41,6.45,4.02,5,4,5,6003.379797703644
0.34,Premium,D,SI1,62.8,58.0,4.48,4.44,2.8,4,7,3,320.61430071834457
1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,5,4,4,5510.952622275783
0.73,Ideal,G,VS2,61.7,56.0,5.79,5.81,3.58,5,4,4,3148.0387937943733
0.34,Good,E,SI1,63.3,57.0,4.44,4.47,2.82,2,6,3,-218.95529938180243
1.0,Premium,J,SI1,62.8,59.0,6.37,6.27,3.97,4,1,3,3794.017525889548
0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,5,4,5,2113.9762467091546
1.02,Very Good,F,SI2,60.9,58.0,6.43,6.55,3.95,3,5,2,4828.990858587899
0.8,Very Good,G,VVS2,62.5,56.0,5.95,5.98,3.73,3,4,6,4452.697157285278
0.31,Very Good,H,SI1,61.0,61.0,4.33,4.39,2.66,3,3,3,-1203.4088986254847
2.0,Premium,D,SI2,61.6,59.0,8.2,8.09,5.02,4,7,2,14576.591976516256
1.5,Premium,J,VVS2,61.5,60.0,7.31,7.27,4.48,4,1,6,9971.748719051859
1.22,Premium,I,SI2,62.5,58.0,6.8,6.76,4.24,4,2,2,5677.918521058798
0.72,Very Good,I,VS2,61.8,60.0,5.72,5.76,3.55,3,2,4,2105.1850103358333
0.3,Good,G,SI2,63.3,57.0,4.25,4.28,2.7,2,4,2,-1622.3072638457115
0.54,Good,E,VS2,60.2,61.0,5.27,5.32,3.19,2,6,4,1843.97426400954
1.02,Premium,F,SI1,62.3,58.0,6.38,6.46,4.0,4,5,3,5371.944428726341
1.01,Very Good,F,VS2,63.1,60.0,6.39,6.29,4.0,3,5,4,5505.729410718308
0.3,Ideal,G,IF,60.9,56.0,4.34,4.36,2.65,5,4,8,1871.2850637746485
1.19,Premium,I,SI2,61.6,56.0,6.87,6.83,4.22,4,2,2,5412.94628468643
1.51,Good,I,SI2,63.6,60.0,7.23,7.27,4.61,2,2,2,8065.6963670083005
1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2,4,1,3962.0413859395467
3.22,Ideal,I,I1,62.6,55.0,9.49,9.42,5.92,5,2,1,24762.890865983085
0.41,Ideal,E,SI1,62.9,57.0,4.76,4.72,2.98,5,6,3,635.7157883398695
0.52,Very Good,D,SI2,62.4,59.0,5.05,5.15,3.18,3,7,2,1145.812869546473
1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,4,7,3,10594.515244511338
0.36,Ideal,H,VVS1,62.0,54.0,4.59,4.61,2.85,5,3,7,1428.8508170365699
0.51,Premium,D,SI1,62.7,59.0,5.08,5.06,3.18,4,7,3,1596.924048569035
0.53,Premium,J,VS2,62.7,56.0,5.18,5.15,3.24,4,1,4,356.5229046726222
1.01,Good,F,SI2,61.3,62.0,6.44,6.48,3.96,2,5,2,4448.223637280995
0.7,Good,F,I1,63.9,60.0,5.65,5.52,3.58,2,5,1,1122.8449659225835
0.34,Ideal,H,VS2,61.2,55.0,4.49,4.53,2.76,5,3,4,-148.61588830049823
1.04,Premium,G,VS2,62.2,58.0,6.49,6.4,4.01,4,4,4,5666.498082939024
0.39,Premium,E,VS2,60.1,61.0,4.76,4.72,2.85,4,6,4,928.5718158512213
1.01,Premium,F,VS1,61.7,58.0,6.4,6.43,3.96,4,5,5,6290.900257628211
0.3,Very Good,F,VVS1,62.6,56.0,4.27,4.29,2.68,3,5,7,1379.5324587440784
1.71,Ideal,G,VS1,63.0,56.0,7.65,7.58,4.8,5,4,5,12517.291461314559
1.1,Premium,H,VS2,61.4,58.0,6.68,6.62,4.08,4,3,4,5891.1703636052625
1.15,Ideal,H,SI2,62.6,55.0,6.74,6.65,4.19,5,3,2,5479.096028916485
0.32,Ideal,H,VS1,61.8,55.0,4.41,4.42,2.73,5,3,5,154.6763691519891
2.01,Premium,G,SI2,59.9,62.0,8.15,8.04,4.85,4,4,2,13835.125891725826
0.24,Very Good,G,VVS1,61.7,56.0,3.98,4.02,2.46,3,4,7,751.4066198664264
0.41,Very Good,E,SI2,62.9,58.0,4.74,4.77,2.99,3,6,2,-107.78176428261759
0.28,Very Good,D,VVS1,60.6,58.0,4.23,4.25,2.57,3,7,7,1962.5252745068562
0.31,Premium,D,SI1,60.9,60.0,4.38,4.39,2.67,4,7,3,196.67811051700846
0.45,Good,F,VS2,56.8,62.0,5.1,5.14,2.91,2,5,4,958.9735336614494
0.44,Very Good,E,VS1,60.7,58.0,4.88,4.91,2.97,3,6,5,1771.4144464970504
0.37,Ideal,F,VVS1,61.3,56.0,4.65,4.68,2.86,5,5,7,2135.736073872012
0.9,Premium,G,VS2,62.4,61.0,6.17,6.13,3.84,4,4,4,4339.357699252641
0.53,Ideal,F,SI2,62.2,53.0,5.19,5.22,3.24,5,5,2,886.8834781233204
0.54,Premium,I,IF,58.8,61.0,5.35,5.29,3.13,4,2,8,2824.3947724919544
1.0,Very Good,E,VS2,59.0,58.0,6.49,6.53,3.84,3,6,4,6036.099750547151
0.32,Ideal,F,IF,61.3,57.0,4.42,4.46,2.72,5,5,8,2278.6143631406358
1.23,Premium,H,SI2,61.2,57.0,6.89,6.86,4.21,4,3,2,6165.403411943236
1.02,Very Good,E,SI2,62.8,55.0,6.4,6.43,4.03,3,6,2,5092.543150376438
0.56,Premium,E,VVS2,59.2,56.0,5.49,5.39,3.22,4,6,6,3304.506993670404
0.43,Ideal,H,IF,62.2,55.0,4.87,4.84,3.02,5,3,8,2384.1761166929114
0.52,Ideal,G,VS1,62.1,54.0,5.14,5.17,3.2,5,4,5,1979.2308865715277
0.38,Very Good,G,SI1,61.8,53.7,4.67,4.69,2.9,3,4,3,-313.3430986307112
0.9,Very Good,I,VVS1,63.4,57.0,6.09,6.12,3.87,3,2,7,5164.451263746514
1.72,Premium,H,SI1,62.0,57.0,7.67,7.63,4.74,4,3,3,11230.808735940875
0.31,Very Good,H,SI1,61.7,59.0,4.36,4.39,2.7,3,3,3,-1239.6549660046057
2.02,Premium,F,SI2,61.0,59.0,8.2,8.13,4.98,4,5,2,14203.334956055778
0.56,Ideal,E,VVS2,61.0,56.0,5.32,5.36,3.26,5,6,6,3434.137845921002
0.42,Ideal,G,IF,62.0,57.0,4.82,4.8,2.98,5,4,8,2610.664979109856
0.34,Very Good,I,SI1,61.3,61.0,4.45,4.49,2.74,3,2,3,-1337.8744505792365
0.43,Ideal,G,VS1,62.3,56.0,4.82,4.85,3.01,5,4,5,1226.8003427850094
1.51,Fair,J,SI1,63.4,60.0,7.31,7.18,4.59,1,1,3,8058.773007227487
0.32,Very Good,G,VS2,60.2,57.0,4.42,4.45,2.67,3,4,4,-184.8761080574177
1.24,Premium,G,VS1,62.0,55.0,6.95,6.89,4.29,4,4,5,8019.198089323275
0.31,Ideal,E,VS1,61.4,56.0,4.38,4.35,2.68,5,6,5,1051.2955029427912
1.32,Ideal,G,VVS2,62.3,57.0,6.96,7.04,4.36,5,4,6,9430.492588363068
1.02,Ideal,H,SI2,61.6,55.0,6.49,6.43,3.98,5,3,2,4377.652436671591
0.7,Very Good,J,VS2,61.1,61.0,5.64,5.69,3.46,3,1,4,1672.9724758086263
1.0,Premium,F,VS1,62.7,55.0,6.39,6.34,3.99,4,5,5,6181.120859981675
0.41,Ideal,G,VS2,61.4,59.0,4.78,4.76,2.93,5,4,4,543.5889872053681
0.52,Premium,G,SI1,59.7,60.0,5.22,5.2,3.11,4,4,3,833.5106492448558
0.51,Very Good,D,VS2,60.5,60.0,5.16,5.19,3.13,3,7,4,2062.9560324405775
0.3,Premium,D,SI1,61.7,59.0,4.28,4.31,2.65,4,7,3,140.9031077963964
0.39,Good,D,VVS2,58.1,60.0,4.82,4.85,2.81,2,7,6,2151.34574273185
0.38,Premium,G,IF,62.5,60.0,4.64,4.61,2.89,4,4,8,2101.789079474179
1.01,Premium,F,SI2,58.3,58.0,6.56,6.55,3.82,4,5,2,4938.319509495823
1.36,Ideal,G,SI1,60.9,56.0,7.15,7.16,4.36,5,4,3,8340.121959568783
1.21,Ideal,I,SI1,60.6,55.0,6.92,6.87,4.18,5,2,3,6316.265194680048
0.3,Very Good,F,IF,62.1,57.0,4.26,4.3,2.66,3,5,8,1904.014720394266
0.41,Premium,D,VVS1,62.2,58.0,4.77,4.71,2.95,4,7,7,2856.702917152126
2.03,Premium,J,VS1,59.3,60.0,8.36,8.28,4.93,4,1,5,14486.204753568692
0.36,Ideal,D,SI1,62.5,56.0,4.55,4.57,2.85,5,7,3,672.2565864035464
0.4,Premium,D,SI1,61.4,56.0,4.83,4.72,2.93,4,7,3,815.9197252048775
2.11,Premium,D,SI2,60.9,60.0,8.28,8.21,5.02,4,7,2,15745.220684340784
1.06,Ideal,H,SI1,63.0,55.0,6.49,6.44,4.08,5,3,3,5193.233693176551
0.33,Good,I,VS1,63.2,57.0,4.37,4.4,2.77,2,2,5,-550.6976857447503
0.72,Premium,E,IF,61.3,60.0,5.74,5.71,3.51,4,6,8,5535.758218666438
1.51,Good,J,SI1,62.4,64.0,7.31,7.23,4.54,2,1,3,8161.444454600189
1.0,Premium,G,VS2,62.9,56.0,6.42,6.27,3.99,4,4,4,5284.743783992701
1.02,Ideal,F,SI1,62.8,55.0,6.43,6.4,4.03,5,5,3,5476.790433835111
0.43,Ideal,E,SI2,62.1,56.0,4.85,4.84,3.01,5,6,2,365.9063071299065
1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07,1,4,1,3298.0614859065013
1.7,Premium,I,SI1,58.6,59.0,7.79,7.75,4.55,4,2,3,10820.374047556532
0.72,Ideal,D,SI2,61.1,58.0,5.76,5.79,3.53,5,7,2,3040.168403094927
1.22,Premium,G,SI1,63.0,57.0,6.84,6.74,4.28,4,4,3,6766.7584708940885
1.06,Good,F,VS1,58.5,57.0,6.68,6.73,3.92,2,5,5,6639.644378697278
1.11,Ideal,H,SI1,60.2,54.0,6.82,6.7,4.07,5,3,3,5696.76018897748
1.01,Premium,H,SI2,61.9,59.0,6.42,6.37,3.96,4,3,2,4083.991403934053
1.06,Premium,G,VVS1,61.1,58.0,6.53,6.57,4.0,4,4,7,7442.071966121248
1.54,Premium,E,SI2,59.0,62.0,7.59,7.56,4.47,4,6,2,9935.33470370203
0.56,Very Good,E,SI1,58.5,59.0,5.42,5.45,3.18,3,6,3,1740.3454067392502
0.25,Good,F,VS1,63.6,57.0,4.01,4.04,2.56,2,5,5,-148.4811010554954
0.9,Ideal,D,SI1,61.6,56.0,6.19,6.21,3.82,5,7,3,5114.292009796014
0.56,Fair,E,SI2,64.5,61.0,5.18,5.14,3.33,1,6,2,662.2095264959012
0.31,Ideal,F,IF,60.8,56.0,4.43,4.45,2.7,5,5,8,2227.427737541913
0.39,Very Good,D,VS2,60.2,59.0,4.74,4.76,2.86,3,7,4,1196.9501047522494
1.01,Premium,F,VS1,59.4,60.0,6.5,6.46,3.85,4,5,5,6341.626955619919
2.02,Ideal,I,SI1,62.4,56.0,8.07,8.11,5.05,5,2,3,13931.654708892684
1.03,Ideal,D,SI2,61.2,57.0,6.51,6.59,4.01,5,7,2,5747.91965447511
1.57,Premium,H,VS1,61.7,58.0,7.47,7.56,4.64,4,3,5,10773.629915093818
0.31,Very Good,D,IF,62.0,56.0,4.33,4.35,2.69,3,7,8,2628.8070031275456
0.5,Premium,D,SI1,61.1,59.0,5.08,5.04,3.09,4,7,3,1623.9909396982434
0.3,Ideal,E,VS2,62.4,57.0,4.29,4.24,2.66,5,6,4,417.3935877310978
1.22,Very Good,D,SI2,62.2,58.0,6.85,6.91,4.28,3,7,2,7156.931852609452
0.27,Very Good,F,VVS2,61.9,58.0,4.17,4.2,2.59,3,5,6,654.3036369799938
0.41,Ideal,E,VVS1,61.9,55.0,4.79,4.78,2.96,5,6,7,2739.4514962544717
1.24,Premium,F,SI1,61.6,59.0,6.9,6.86,4.24,4,5,3,7323.685318150214
0.41,Very Good,I,VVS1,62.0,56.0,4.75,4.77,2.95,3,2,7,1209.7654279668893
0.4,Ideal,G,SI2,62.5,53.0,4.75,4.79,2.98,5,4,2,-469.3461987539713
1.01,Ideal,F,SI1,62.0,57.0,6.38,6.42,3.97,5,5,3,5433.109573638575
1.5,Premium,I,VS1,62.7,59.0,7.25,7.3,4.56,4,2,5,9776.848406223522
0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,5,7,2,1757.0634372805714
0.36,Ideal,I,VS1,62.1,57.0,4.54,4.58,2.83,5,2,5,69.16333999399285
1.51,Premium,I,VS2,59.9,60.0,7.42,7.36,4.43,4,2,4,9442.780023432344
1.3,Very Good,I,VS1,62.1,59.0,6.97,7.01,4.34,3,2,5,7780.525994420291
0.32,Ideal,G,VVS1,61.7,56.0,4.41,4.37,2.71,5,4,7,1456.3713715684903
0.26,Very Good,E,SI1,62.0,54.0,4.08,4.11,2.54,3,6,3,-444.9718937933162
1.51,Very Good,E,SI2,61.8,57.0,7.34,7.32,4.53,3,6,2,9609.998090159444
0.33,Premium,E,VVS1,60.1,58.0,4.51,4.47,2.7,4,6,7,2081.9600462538215
1.34,Ideal,G,VS1,62.7,57.0,7.04,7.1,4.43,5,4,5,9040.04554386773
1.01,Good,E,SI1,63.2,59.0,6.25,6.28,3.96,2,6,3,5365.131973757132
1.0,Premium,G,VS2,60.0,59.0,6.54,6.46,3.9,4,4,4,5344.954364254468
1.42,Ideal,F,VVS1,60.8,56.0,7.25,7.32,4.43,5,5,7,11231.319000238895
0.9,Premium,H,VS2,61.2,61.0,6.18,6.08,3.75,4,3,4,4109.322258342463
1.01,Very Good,E,VS2,63.4,60.0,6.37,6.31,4.02,3,6,4,5823.098991914355
0.36,Premium,D,VS2,60.5,58.0,4.63,4.6,2.79,4,7,4,1091.7802662585104
0.7,Premium,E,SI1,59.1,62.0,5.8,5.74,3.41,4,6,3,2903.4144993941627
0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,2,4,2,-1116.523963141538
0.91,Very Good,E,SI1,63.3,56.0,6.12,6.17,3.89,3,6,3,4581.39321448316
0.8,Ideal,H,VS2,62.8,57.0,5.91,5.87,3.7,5,3,4,3356.098241528484
0.9,Good,E,SI2,63.4,60.0,6.02,6.07,3.83,2,6,2,3835.593849119122
0.31,Ideal,G,IF,61.7,56.0,4.38,4.34,2.69,5,4,8,1873.7723332265598
1.51,Good,G,VS1,62.4,59.0,7.25,7.28,4.53,2,4,5,10320.647488921071
1.11,Premium,I,SI2,61.5,58.0,6.65,6.61,4.08,4,2,2,4700.290261548094
0.41,Ideal,H,VS1,61.0,54.0,4.84,4.8,2.94,5,3,5,826.4202847249276
1.01,Very Good,J,SI2,62.8,59.0,6.34,6.37,3.99,3,1,2,3317.261146507611
0.7,Ideal,D,VS2,61.6,58.0,5.66,5.7,3.5,5,7,4,3869.933176731318
1.63,Ideal,G,VS1,61.7,55.0,7.6,7.56,4.68,5,4,5,11827.764648101178
1.61,Premium,D,SI2,61.3,58.0,7.56,7.49,4.61,4,7,2,10958.378013974694
0.72,Very Good,H,SI1,63.0,58.0,5.68,5.71,3.59,3,3,3,1917.3624649115136
0.54,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22,4,4,4,1416.1928925159848
1.22,Very Good,G,IF,62.0,59.0,6.8,6.85,4.23,3,4,8,9215.807691002608
0.33,Premium,G,IF,59.4,59.0,4.54,4.49,2.68,4,4,8,1938.0951381038315
1.34,Very Good,G,VS2,60.7,59.0,7.04,7.07,4.28,3,4,4,8424.151318892813
0.76,Ideal,H,VVS1,61.8,57.0,5.82,5.86,3.61,5,3,7,4586.205005776697
1.74,Ideal,E,SI2,62.3,57.0,7.8,7.7,4.83,5,6,2,11890.162666549892
0.32,Ideal,G,SI1,61.3,57.0,4.37,4.4,2.69,5,4,3,-490.1167100931957
0.5,Ideal,F,VS2,61.1,58.0,5.1,5.13,3.13,5,5,4,1602.9987172575475
1.44,Good,G,I1,63.2,54.8,7.18,7.21,4.54,2,4,1,7665.513988142311
0.7,Fair,I,SI1,65.2,58.0,5.6,5.56,3.64,1,2,3,1020.3973234557834
0.52,Ideal,E,VS2,61.4,54.0,5.2,5.23,3.2,5,6,4,2130.8092298970023
0.73,Very Good,G,VVS1,62.9,59.0,5.7,5.78,3.61,3,4,7,4309.1088791256225
1.23,Premium,H,VS1,61.1,58.0,6.91,6.86,4.21,4,3,5,7623.66567228263
1.02,Premium,H,VS2,61.9,57.0,6.5,6.4,3.99,4,3,4,5166.224948147079
1.0,Ideal,E,SI1,61.6,55.0,6.45,6.43,3.97,5,6,3,5666.028861976573
0.7,Very Good,D,SI1,61.1,58.0,5.66,5.73,3.48,3,7,3,3176.0352708560545
1.5,Very Good,E,SI2,62.8,57.0,7.17,7.23,4.52,3,6,2,9576.588615787641
2.0,Very Good,J,VVS2,63.0,59.0,7.97,8.0,5.03,3,1,6,14608.198618742332
0.3,Very Good,G,VS2,63.1,56.0,4.28,4.25,2.69,3,4,4,-492.272527037338
0.26,Premium,E,VVS2,58.9,61.0,4.19,4.16,2.46,4,6,6,1142.9005212926681
0.58,Premium,E,SI1,62.7,58.0,5.33,5.32,3.34,4,6,3,1829.7434225162433
0.4,Very Good,F,VS1,60.4,61.0,4.74,4.77,2.87,3,5,5,1088.898399668306
0.26,Ideal,D,VS1,62.0,55.0,4.12,4.1,2.55,5,7,5,1049.2415071091805
1.0,Fair,H,SI2,65.1,58.0,6.27,6.15,4.05,1,3,2,3505.1494270745934
0.52,Fair,F,VS1,57.2,59.0,5.35,5.39,3.07,1,5,5,1913.8586914350392
1.02,Premium,D,SI2,59.7,60.0,6.58,6.55,3.92,4,7,2,5501.2228291871415
1.7,Good,I,SI1,59.3,58.0,7.72,7.77,4.59,2,2,3,10614.230861473745
1.01,Premium,H,SI2,61.6,61.0,6.39,6.31,3.91,4,3,2,4085.8073890711403
0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,5,6,4,2211.1238736668593
1.04,Good,F,VS1,63.2,57.0,6.41,6.44,4.06,2,5,5,6267.649197623457
1.02,Premium,D,VS2,62.9,60.0,6.42,6.37,4.02,4,7,4,6372.274540802179
0.3,Ideal,F,SI1,62.3,54.0,4.3,4.27,2.67,5,5,3,-326.6654659857413
0.97,Ideal,F,I1,60.7,56.0,6.43,6.41,3.9,5,5,1,4087.12279989786
0.31,Ideal,E,VS2,62.0,55.0,4.35,4.33,2.69,5,6,4,557.0118881817148
0.81,Ideal,H,VS1,61.8,58.0,5.97,6.04,3.71,5,3,5,3969.7971294897416
1.02,Premium,D,SI1,62.3,59.0,6.42,6.38,3.99,4,7,3,5951.938603395456
0.3,Premium,I,VVS1,61.1,59.0,4.31,4.33,2.64,4,2,7,538.8741288053648
0.4,Very Good,E,VS1,62.8,59.0,4.63,4.67,2.92,3,6,5,1365.2422799560647
0.71,Very Good,F,VVS1,63.2,60.0,5.65,5.61,3.56,3,5,7,4406.0270789479555
0.7,Premium,G,SI1,61.5,58.0,5.69,5.76,3.52,4,4,3,2261.909647583674
0.23,Ideal,E,SI2,61.5,55.0,3.95,3.98,2.43,5,6,2,-892.58712893332
1.09,Ideal,G,VS1,62.3,55.0,6.59,6.63,4.12,5,4,5,6810.931721165767
0.3,Ideal,E,VVS2,61.0,56.0,4.33,4.39,2.66,5,6,6,1523.48852058184
0.35,Premium,E,VS2,59.5,58.0,4.59,4.62,2.74,4,6,4,782.8237831924853
1.13,Ideal,F,VS2,62.1,56.0,6.65,6.71,4.15,5,5,4,7009.655245882781
0.31,Ideal,G,VVS1,61.5,54.0,4.36,4.39,2.69,5,4,7,1465.4545799109985
1.33,Ideal,I,VS2,61.1,54.0,7.14,7.15,4.37,5,2,4,7906.328548579659
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,4,2,2,5991.784176821149
2.0,Fair,H,SI1,61.2,50.0,8.17,8.08,4.97,1,3,3,13723.0922734881
0.7,Ideal,G,SI1,62.5,56.0,5.67,5.69,3.55,5,4,3,2365.780494117014
0.39,Good,F,VS2,64.3,55.0,4.56,4.64,2.96,2,5,4,358.43622994744055
0.5,Ideal,E,VS2,60.8,57.0,5.16,5.13,3.13,5,6,4,1920.3420289520582
0.3,Premium,E,VS2,61.6,58.0,4.33,4.31,2.66,4,6,4,301.87078136644504
1.37,Ideal,J,VS2,63.0,57.0,7.11,7.05,4.46,5,1,4,7804.449817999303
0.8,Ideal,H,VS2,62.1,54.0,5.96,5.99,3.71,5,3,4,3449.2723906459664
0.28,Very Good,F,VVS1,60.1,59.0,4.24,4.25,2.55,3,5,7,1321.9513923855416
0.34,Good,E,SI1,60.5,60.1,4.5,4.53,2.73,2,6,3,-119.1746451031513
0.3,Very Good,E,VS2,62.6,58.0,4.25,4.28,2.67,3,6,4,174.59436088066923
